permno,ret,ticker,name
92203,-0.2520679461525904,LULU,LULULEMON ATHLETICA INC
87137,-0.2522207462973688,DVN,DEVON ENERGY CORP NEW
75510,-0.2546424299812048,ADBE,ADOBE INC
76709,-0.25513091309530045,IDXX,I D E X X LABORATORIES INC
86072,-0.25915766294676235,ICLR,ICON PLC NEW
78045,-0.26315527851722675,MGA,MAGNA INTERNATIONAL INC
10516,-0.2752174298446264,ADM,ARCHER DANIELS MIDLAND CO
57665,-0.29099582149921055,NKE,NIKE INC
22206,-0.2919124160292047,GFS,GLOBALFOUNDRIES INC
87056,-0.31829495207957115,BMRN,BIOMARIN PHARMACEUTICAL INC
78405,-0.318789894848836,RCI,ROGERS COMMUNICATIONS INC
34817,-0.3196687818592697,NUE,NUCOR CORP
19561,-0.32095487374381726,BA,BOEING CO
29946,-0.32225637872333057,BF,BROWN FORMAN CORP
13103,-0.3259033807043267,APTV,APTIV PLC NEW
78987,-0.34955922845338694,MCHP,MICROCHIP TECHNOLOGY INC
29647,-0.35375285428140935,BCE,B C E INC
16595,-0.3638503357013291,SNAP,SNAP INC
90664,-0.3732783210245253,DXCM,DEXCOM INC
80191,-0.3946748480789132,ALB,ALBEMARLE CORP
14987,-0.4027914393000487,STLA,STELLANTIS NV
17005,-0.4075512686863795,CVS,C V S HEALTH CORP
76841,-0.4090503819159338,BIIB,BIOGEN INC
16968,-0.43057281415500015,MDB,MONGODB INC
93096,-0.43116564843765615,DG,DOLLAR GENERAL CORP NEW
22265,-0.4330786590427015,RIVN,RIVIAN AUTOMOTIVE INC
48653,-0.4395958347688127,HUM,HUMANA INC
81481,-0.4724398063093814,DLTR,DOLLAR TREE INC
82642,-0.47600693999469645,EL,LAUDER ESTEE COS INC
13323,-0.4802486824211769,ENPH,ENPHASE ENERGY INC
81132,-0.4967784932685889,STM,STMICROELECTRONICS NV
24164,-0.5185184478652543,VFS,VINFAST AUTO LTD
90520,-0.5457088458412351,CE,CELANESE CORP DEL
80924,-0.5693662248625504,SIRI,SIRIUS X M HOLDINGS INC NEW
18312,-0.5819005481850876,MRNA,MODERNA INC
59328,-0.595568301437784,INTC,INTEL CORP
19502,-0.6138795888287929,WBA,WALGREENS BOOTS ALLIANCE INC
